user_id,pratilipi_id,category_name,predicted_id,predicted_cat,jac_score,cat_jac_score
4202894103323300,"[1377786223460786, 1377786223460786, 1377786223460786]","['suspense', 'horror', 'comedy']","[1377786227522406, 1377786227081514, 1377786222552875, 1377786222479953, 1377786227298999, 1377786219071033, 1377786219776026, 1377786217793819, 1377786227209469, 1377786222196702]","['entertainment', 'shortstories', 'swahindi2', 'crime', 'novels', 'women', 'suspense', 'social', 'action-and-adventure', 'comedy', 'romance']",0.0,0.16666666666666666
4226077705544356,"[1377786221539810, 1377786221539810, 1377786221539810, 1377786221539815, 1377786221539815, 1377786221539815, 1377786221558947, 1377786221558947, 1377786221558947, 1377786221569187]","['romance', 'action-and-adventure', 'crime', 'action-and-adventure', 'romance', 'crime', 'crime', 'romance', 'action-and-adventure', 'romance', 'action-and-adventure', 'crime', 'action-and-adventure', 'crime', 'romance', 'action-and-adventure', 'romance', 'crime', 'romance', 'crime', 'action-and-adventure', 'crime', 'action-and-adventure', 'romance']","[1377786225114498, 1377786218605986, 1377786220112200, 1377786226176204, 1377786221402861, 1377786226773519, 1377786228269106, 1377786218982518, 1377786216368758, 1377786226747417]","['entertainment', 'shortstories', 'crime', 'novels', 'moral-inspiring', 'suspense', 'social', 'action-and-adventure', 'family', 'romance']",0.0,0.3
4233616571146916,"[1377786226737951, 1377786226737951, 1377786226737951, 1377786226793872, 1377786226793872, 1377786226793872, 1377786226854388, 1377786226854388, 1377786226854388, 1377786226920119]","['suspense', 'entertainment', 'romance', 'suspense', 'entertainment', 'romance', 'romance', 'entertainment', 'suspense', 'entertainment', 'suspense', 'romance', 'romance', 'entertainment', 'suspense', 'suspense', 'romance', 'entertainment']","[1377786226275616, 1377786225963523, 1377786226157347, 1377786226218502, 1377786217829713, 1377786228269106, 1377786228174423, 1377786226026137, 1377786224707513, 1377786221112860]","['entertainment', 'novels', 'suspense', 'social', 'romance']",0.0,0.6
4278535729881764,"[1377786228181678, 1377786228181678, 1377786228181678, 1377786228207175, 1377786228207175, 1377786228207175, 1377786228260214, 1377786228260214, 1377786228260214, 1377786228298605]","['suspense', 'fantasy', 'entertainment', 'entertainment', 'suspense', 'fantasy', 'fantasy', 'entertainment', 'suspense', 'fantasy', 'entertainment', 'suspense', 'romance', 'entertainment', 'swahindi2']","[1377786228102656, 1377786220635767, 1377786222301160, 1377786228231913, 1377786228011819, 1377786228077453, 1377786223772655, 1377786228361430, 1377786227980407, 1377786228042970]","['entertainment', 'drama', 'fantasy', 'life', 'suspense', 'webseries', 'comedy', 'romance']",0.0,0.4444444444444444
4286609060438692,"[1377786228266208, 1377786228266208, 1377786228266208, 1377786228250424, 1377786228250424, 1377786228250424]","['swahindi2', 'suspense', 'romance', 'suspense', 'romance', 'swahindi2']","[1377786222843426, 1377786227273475, 1377786222593449, 1377786222360970, 1377786228291116, 1377786223189197, 1377786215788943, 1377786223058769, 1377786222606513, 1377786228361430]","['swahindi2', 'novels', 'women', 'life', 'suspense', 'romance', 'Pratilipi-Awards-Hindi']",0.0,0.42857142857142855
4294269805699748,"[1377786220596798, 1377786220596798, 1377786220596798, 1377786228222414, 1377786228222414, 1377786228222414, 1377786226190969, 1377786226190969, 1377786226190969]","['suspense', 'action-and-adventure', 'romance', 'social', 'entertainment', 'novels', 'novels', 'family', 'social']","[1377786217784962, 1377786217556995, 1377786218649030, 1377786215759526, 87762412934856, 1377786215894002, 1377786228020243, 1377786227991092, 1377786217899096, 1377786217820506]","['shortstories', 'novels', 'women', 'moral-inspiring', 'social', 'Serieswriting', 'family', 'comedy', 'romance']",0.0,0.3333333333333333
4295395347178148,"[1377786221067422, 1377786221067422, 1377786221067422, 1377786222803219, 1377786222803219, 1377786222803219, 1377786222812450, 1377786222812450, 1377786222812450, 1377786218076075]","['fantasy', 'suspense', 'horror', 'romance', 'fantasy', 'novels', 'fantasy', 'novels', 'romance', 'romance', 'shortstories']","[1377786218032706, 1377786227690566, 1377786224009960, 1377786223453386, 1377786227493995, 1377786218042540, 1377786218050412, 1377786227727344, 1377786218037905, 1377786223476474]","['shortstories', 'short-story-challenge', 'women', 'Indiawale', 'family', 'romance', 'politics']",0.0,0.18181818181818182
4305593294037668,"[1377786224349869, 1377786224349869, 1377786224364903, 1377786224364903, 1377786224379066, 1377786224379066, 1377786224408269, 1377786224408269, 1377786224451631, 1377786224451631]","['shortstories', 'horror', 'horror', 'shortstories', 'horror', 'shortstories', 'shortstories', 'horror', 'horror', 'shortstories', 'shortstories', 'horror', 'shortstories', 'horror']","[1377786217880225, 1377786224100456, 1377786222552875, 1377786222356620, 1377786216201740, 1377786222479953, 1377786224240243, 1377786215492180, 1377786222395989, 1377786217881530]","['children', 'shortstories', 'crime', 'novels', 'women', 'moral-inspiring', 'suspense', 'life', 'social', 'romance', 'horror', 'politics']",0.0,0.16666666666666666
4310825161368228,"[1377786219749213, 1377786219749213, 1377786219749213, 1377786219763416, 1377786219763416, 1377786219763416, 1377786219809828, 1377786219809828, 1377786219809828, 1377786219822406]","['romance', 'social', 'novels', 'social', 'romance', 'novels', 'social', 'romance', 'novels', 'novels', 'romance', 'social']","[1377786223999494, 1377786218896999, 1377786222301160, 1377786217829713, 1377786224591474, 1377786222690834, 1377786220451091, 1377786222285240, 1377786223636028, 1377786227460253]","['entertainment', 'drama', 'novels', 'life', 'suspense', 'moral-inspiring', 'social', 'action-and-adventure', 'webseries', 'family', 'comedy', 'romance', 'horror']",0.0,0.23076923076923078
4350512377275044,"[1377786225118551, 1377786225118551, 1377786225118551, 1377786225118551, 1377786225118551, 1377786225130960, 1377786225130960, 1377786225130960, 1377786225130960, 1377786225130960]","['social', 'crime', 'novels', 'romance', 'suspense', 'suspense', 'romance', 'novels', 'crime', 'social', 'romance', 'action-and-adventure', 'novels', 'suspense', 'women', 'crime', 'social', 'suspense', 'novels', 'romance', 'romance', 'crime', 'social', 'suspense', 'novels']","[1377786224880321, 1377786227347590, 1377786227315559, 1377786220112200, 1377786226961393, 1377786228269106, 1377786222285240, 1377786219071033, 1377786216474140, 1377786227092664]","['entertainment', 'crime', 'novels', 'women', 'life', 'suspense', 'social', 'action-and-adventure', 'webseries', 'comedy', 'romance']",0.0,0.6363636363636364
4398149840839332,"[1377786223518842, 1377786223594029]","['romance', 'romance']","[1377786217837225, 1377786224266890, 1377786217863147, 1377786223443788, 1377786217823791, 1377786216044050, 1377786222446931, 1377786223589238, 1377786228018743, 1377786222025563]","['entertainment', 'shortstories', 'novels', 'women', 'life', 'suspense', 'social', 'action-and-adventure', 'family', 'romance']",0.0,0.1
4408396733653668,"[1377786223589262, 1377786223589262, 1377786223589262, 1377786223795009, 1377786223795009, 1377786223795009, 1377786223894526, 1377786223894526, 1377786223894526, 1377786223902152]","['entertainment', 'romance', 'family', 'entertainment', 'romance', 'Pratilipi-kalamkar-samman', 'Pratilipi-kalamkar-samman', 'romance', 'entertainment', 'Pratilipi-kalamkar-samman', 'romance', 'entertainment']","[1377786223490209, 1377786221180037, 1377786223448935, 1377786217837225, 1377786221168206, 1377786223563124, 1377786221194838, 1377786223471063, 1377786222285240, 1377786221153782]","['entertainment', 'novels', 'women', 'social', 'webseries', 'family', 'romance']",0.0,0.375
4408601110553252,"[1377786225395703, 1377786225395703, 1377786228350825, 1377786228350825, 1377786228350825]","['novels', 'romance', 'fantasy', 'life', 'romance']","[1377786225263264, 1377786222301160, 1377786228315016, 1377786226961393, 1377786224897886, 1377786220451091, 1377786228255123, 1377786227851639, 1377786227458392, 1377786217993278]","['entertainment', 'drama', 'novels', 'women', 'fantasy', 'life', 'suspense', 'social', 'action-and-adventure', 'webseries', 'family', 'comedy', 'romance']",0.0,0.3076923076923077
4423971877855908,"[1377786225993330, 1377786225993330, 1377786225993330, 1377786219571417, 1377786219571417, 1377786219571417, 1377786226175814, 1377786226175814, 1377786226175814]","['social', 'romance', 'novels', 'suspense', 'novels', 'romance', 'novels', 'romance', 'social']","[1377786225114498, 1377786224739174, 1377786224881158, 1377786222301160, 1377786220112200, 1377786224883244, 1377786228269106, 1377786219927987, 1377786224977715, 1377786225226777]","['entertainment', 'drama', 'crime', 'novels', 'suspense', 'social', 'webseries', 'comedy', 'romance', 'horror']",0.0,0.4
4425803163935396,"[1377786228202560, 1377786228202560, 1377786228202560, 1377786228231798, 1377786228231798, 1377786228231798, 1377786228271510, 1377786228271510, 1377786228271510, 1377786228222257]","['romance', 'novels', 'fantasy', 'fantasy', 'novels', 'romance', 'fantasy', 'romance', 'novels', 'romance', 'suspense', 'novels']","[1377786228258243, 1377786228162403, 1377786228352230, 1377786217837225, 1377786217863147, 1377786228257963, 1377786228358347, 1377786228247220, 1377786221683160, 1377786227538396]","['swahindi2', 'novels', 'women', 'fantasy', 'life', 'social', 'action-and-adventure', 'family', 'Pratilipi-kalamkar-samman', 'romance', 'Pratilipi-Awards-Hindi']",0.0,0.25
4427691148616356,"[1377786228144768, 1377786228144768, 1377786228144768, 1377786228161130, 1377786228161130, 1377786228161130, 1377786228176052, 1377786228176052, 1377786228176052, 1377786228191997]","['social', 'romance', 'swahindi2', 'swahindi2', 'romance', 'social', 'romance', 'swahindi2', 'social', 'swahindi2', 'social', 'romance', 'swahindi2', 'social', 'romance', 'swahindi2', 'romance', 'social', 'swahindi2', 'social', 'romance', 'social', 'swahindi2', 'romance', 'suspense', 'romance']","[1377786220635767, 1377786220112200, 1377786228269106, 1377786224547252, 1377786227490964, 1377786228174423, 1377786222285240, 1377786219071033, 1377786223636028, 1377786216474140]","['entertainment', 'drama', 'novels', 'life', 'suspense', 'social', 'webseries', 'family', 'romance']",0.0,0.3
4434775721812644,"[1377786226957012, 1377786226957012, 1377786226957012, 1377786226983830, 1377786226983830, 1377786226983830, 1377786227011925, 1377786227011925, 1377786227011925, 1377786227027252]","['romance', 'entertainment', 'family', 'entertainment', 'family', 'romance', 'entertainment', 'family', 'romance', 'romance', 'family', 'entertainment', 'entertainment', 'romance', 'family', 'entertainment', 'romance', 'family', 'romance', 'family', 'entertainment', 'entertainment', 'family', 'romance']","[1377786223351488, 1377786216355264, 1377786226663720, 1377786228231913, 1377786226542635, 1377786226593585, 1377786226719474, 1377786226610514, 1377786226873014, 1377786220635767]","['entertainment', 'life', 'family', 'romance']",0.0,0.75
4444946807825060,"[1377786225259515, 1377786225259515, 1377786225259515, 1377786225285705, 1377786225285705, 1377786225285705, 1377786225299434, 1377786225299434, 1377786225299434, 1377786225312794]","['entertainment', 'romance', 'family', 'entertainment', 'romance', 'family', 'entertainment', 'romance', 'family', 'entertainment', 'romance', 'family', 'entertainment', 'romance', 'family', 'entertainment', 'romance', 'family']","[1377786225006886, 1377786224914942, 1377786225018987, 1377786224990923, 1377786225222924, 1377786224934706, 1377786225115669, 1377786222025563, 1377786222042556, 1377786227264702]","['entertainment', 'novels', 'social', 'action-and-adventure', 'family', 'romance']",0.0,0.5
4446734057906852,"[1377786223531599, 1377786223531599, 1377786223531599, 1377786223314401, 1377786223314401, 1377786223314401, 1377786223544176, 1377786223544176, 1377786223544176, 1377786223605027]","['crime', 'crime-lekhan', 'drama', 'crime-lekhan', 'crime', 'drama', 'crime', 'crime-lekhan', 'drama', 'novels', 'crime-lekhan', 'crime', 'crime', 'novels', 'crime-lekhan', 'crime', 'crime-lekhan', 'novels', 'crime', 'crime-lekhan', 'novels', 'crime', 'novels', 'crime-lekhan']","[1377786222546273, 1377786225061345, 1377786223462308, 286357600245448, 1377786222524394, 1377786223708012, 1377786223772655, 1377786223484093, 1377786227234459, 1377786227209469]","['drama', 'crime', 'crime-lekhan', 'social', 'Serieswriting', 'romance']",0.0,0.42857142857142855
4454284218770084,"[1377786228222257, 1377786228222257, 1377786228222257, 1377786217096334, 1377786217096334, 1377786217096334, 1377786217164872, 1377786217164872, 1377786217164872]","['novels', 'romance', 'suspense', 'moral-inspiring', 'romance', 'suspense', 'romance', 'moral-inspiring', 'suspense']","[1377786226257477, 1377786221474343, 1377786222717642, 1377786223708012, 1377786226277936, 1377786220131634, 1377786227458392, 1377786228286042, 1377786227784572, 1377786225617213]","['novels', 'moral-inspiring', 'life', 'suspense', 'action-and-adventure', 'romance']",0.0,0.6666666666666666
4475564863169188,"[1377786223649910, 1377786223649910, 1377786223649910, 1377786223661761, 1377786223661761, 1377786223661761, 1377786223676005, 1377786223676005, 1377786223676005, 1377786223706062]","['suspense', 'Pratilipi-kalamkar-samman', 'horror', 'Pratilipi-kalamkar-samman', 'suspense', 'horror', 'suspense', 'Pratilipi-kalamkar-samman', 'horror', 'horror', 'suspense', 'Pratilipi-kalamkar-samman', 'horror', 'suspense', 'Pratilipi-kalamkar-samman', 'Pratilipi-kalamkar-samman', 'horror', 'suspense']","[1377786226140801, 1377786227182691, 1377786228113764, 1377786222552875, 1377786215772304, 1377786222479953, 1377786227501937, 1377786226081714, 1377786222395989, 1377786227090460]","['entertainment', 'shortstories', 'detective', 'swahindi2', 'crime', 'novels', 'women', 'murder-mystery', 'life', 'suspense', 'social', 'Horror-Marathon', 'romance', 'horror']",0.0,0.13333333333333333
4485162813792932,"[1377786217875040, 1377786217875040, 1377786217875040, 1377786223124628, 1377786223124628, 1377786223124628]","['action-and-adventure', 'science-fiction', 'romance', 'suspense', 'romance', 'shortstories']","[1377786218862882, 1377786220044674, 1377786218707557, 1377786216393926, 1377786217692392, 261906463626952, 1377786220788906, 1377786215835352, 1377786221112860, 1377786227209469]","['horror', 'experiences-and-memories', 'romance']",0.0,0.14285714285714285
4486566719693476,"[1377786223194712, 1377786223194712, 1377786223194712, 1377786223204419, 1377786223204419, 1377786223204419, 1377786223216120, 1377786223216120, 1377786223216120, 1377786223223881]","['romance', 'novels', 'family', 'novels', 'romance', 'family', 'romance', 'family', 'novels', 'family', 'romance', 'novels', 'novels', 'romance', 'family', 'family', 'novels', 'romance', 'family', 'novels', 'romance', 'novels', 'family', 'romance', 'family', 'novels', 'romance', 'romance', 'family', 'novels', 'novels', 'romance', 'family', 'family', 'novels', 'romance', 'romance', 'novels', 'family', 'romance', 'family', 'novels', 'novels', 'family', 'romance', 'family', 'romance', 'novels', 'romance', 'family', 'novels']","[1377786226236512, 1377786222908065, 1377786226064355, 1377786222776804, 1377786223516422, 1377786220415304, 1377786222952713, 1377786226064335, 1377786222843923, 1377786226968660]","['entertainment', 'drama', 'novels', 'life', 'social', 'family', 'romance']",0.0,0.42857142857142855
4495373579494052,"[1377786224525975, 1377786224525975, 1377786224525975, 1377786224717310, 1377786224717310, 1377786224717310, 1377786225053405, 1377786225053405, 1377786225053405, 1377786225053903]","['translation', 'experiences-and-memories', 'horror', 'horror', 'translation', 'experiences-and-memories', 'horror', 'Pratilipi-Awards-Hindi', 'translation', 'horror', 'translation', 'Pratilipi-Awards-Hindi', 'Pratilipi-Awards-Hindi', 'horror', 'translation', 'horror', 'translation', 'Pratilipi-Awards-Hindi']","[1377786224196227, 1377786224196197, 1377786224196677, 1377786224196776, 1377786224196171, 1377786222540497, 1377786215828402, 1377786224196245, 1377786224196538, 1377786224196445]","['translation', 'horror', 'experiences-and-memories', 'romance']",0.0,0.6
4504178673492644,"[1377786228312288, 1377786228312288, 1377786228312288]","['romance', 'suspense', 'drama']","[1377786227087266, 1377786227293733, 1377786227522406, 1377786228279015, 1377786228254759, 1377786217863147, 1377786228291116, 1377786226773519, 1377786217793819, 1377786228241309]","['swahindi2', 'fantasy', 'suspense', 'action-and-adventure', 'family', 'comedy', 'romance']",0.0,0.25
4543426239832740,[1377786225877063],['horror'],"[1377786218103011, 1377786218076099, 1377786216761159, 1377786222411081, 1377786227081514, 1377786227360658, 1377786218122867, 1377786218090132, 1377786218052117, 1377786218061276]","['entertainment', 'swahindi2', 'women', 'life', 'suspense', 'social', 'family', 'romance', 'horror']",0.0,0.1111111111111111
4546528720364196,"[1377786223029586, 1377786223036564, 1377786223063645, 1377786223075109, 1377786223102301, 1377786223108772, 1377786223116502, 1377786223132788, 1377786223207007]","['romance', 'romance', 'romance', 'romance', 'romance', 'romance', 'romance', 'romance', 'romance']","[1377786228124196, 1377786220635767, 1377786226198926, 1377786226551247, 1377786223003953, 1377786228250424, 1377786228205623, 1377786226561719, 1377786222285240, 1377786228227774]","['swahindi2', 'crime', 'novels', 'life', 'suspense', 'webseries', 'romance']",0.0,0.14285714285714285
4556091175641764,"[1377786219061463, 1377786219061463, 1377786219093764, 1377786219093764, 1377786219192503, 1377786219192503]","['romance', 'novels', 'romance', 'novels', 'novels', 'romance']","[1377786219056005, 1377786219056390, 1377786219056935, 1377786216004233, 1377786222913708, 1377786216908046, 1377786219056910, 1377786219057204, 1377786219055197, 1377786217788414]","['experiences-and-memories', 'shortstories', 'novels', 'women', 'moral-inspiring', 'social', 'family', 'comedy', 'romance']",0.0,0.2222222222222222
4582940698124964,"[1377786223931181, 1377786223931181, 1377786223931181, 1377786224074675, 1377786224074675, 1377786224074675, 1377786224238075, 1377786224238075, 1377786224238075]","['suspense', 'romance', 'novels', 'romance', 'novels', 'suspense', 'suspense', 'romance', 'novels']","[1377786227237792, 1377786222301160, 1377786224266890, 1377786217829713, 1377786226961393, 1377786220451091, 1377786225770653, 1377786228360889, 1377786227438429, 1377786223785822]","['entertainment', 'swahindi2', 'drama', 'novels', 'women', 'fantasy', 'life', 'suspense', 'social', 'action-and-adventure', 'webseries', 'family', 'comedy', 'romance', 'horror']",0.0,0.2
4590400183902884,"[1377786216955313, 1377786216955313, 1377786216949452, 1377786216949452, 1377786216945344, 1377786216945344, 1377786216938883, 1377786216938883, 1377786216933783, 1377786216933783]","['romance', 'suspense', 'suspense', 'romance', 'suspense', 'romance', 'suspense', 'romance', 'suspense', 'romance', 'suspense', 'romance', 'Indiawale', 'romance', 'novels', 'novels', 'Indiawale', 'romance', 'romance', 'novels', 'family', 'family', 'moral-inspiring', 'romance']","[1377786216902141, 1377786216585220, 1377786227081514, 1377786216849099, 1377786219472237, 1377786227955281, 1377786220086097, 1377786225216347, 1377786216870109, 1377786216874846]","['experiences-and-memories', 'swahindi2', 'women', 'life', 'suspense', 'moral-inspiring', 'romance']",0.0,0.3
4605641638716068,"[1377786223438264, 1377786217671308]","['shortstories', 'romance']","[1377786222550723, 1377786224941092, 1377786223160743, 1377786224762794, 1377786224901388, 1377786227990991, 1377786222383800, 1377786227456826, 1377786217825371, 1377786219217053]","['entertainment', 'shortstories', 'crime', 'crime-lekhan', 'women', 'life', 'suspense', 'social', 'Serieswriting', 'family', 'Pratilipi-kalamkar-samman', 'romance', 'horror']",0.0,0.15384615384615385
4605824913023652,"[1377786221064674, 1377786221064674, 1377786227923859, 1377786227923859, 1377786227923859, 1377786228023731, 1377786228023731, 1377786228023731, 1377786228052653, 1377786228052653]","['romance', 'suspense', 'swahindi2', 'suspense', 'horror', 'suspense', 'swahindi2', 'horror', 'horror', 'swahindi2', 'suspense', 'horror', 'swahindi2', 'suspense', 'swahindi2', 'horror', 'suspense', 'suspense', 'swahindi2', 'horror', 'horror', 'swahindi2', 'suspense', 'horror', 'suspense', 'romance']","[1377786218707557, 1377786220868263, 1377786220817837, 1377786222466926, 1377786225369293, 1377786226966961, 1377786223580853, 1377786215835352, 1377786215809721, 1377786227209469]","['experiences-and-memories', 'novels', 'life', 'suspense', 'action-and-adventure', 'romance', 'horror']",0.0,0.375
4607959033094820,"[1377786224498652, 1377786224498652, 1377786224498652, 1377786224816907, 1377786224816907, 1377786224816907, 1377786225018030, 1377786225018030, 1377786225018030, 1377786225173381]","['suspense', 'novels', 'romance', 'suspense', 'romance', 'novels', 'suspense', 'novels', 'romance', 'suspense', 'The-Chat-Story', 'romance', 'novels']","[1377786218605986, 1377786227443141, 1377786223708012, 1377786224294864, 1377786224038865, 1377786228269106, 1377786216368758, 1377786219571510, 1377786216374074, 1377786227784572]","['shortstories', 'novels', 'women', 'moral-inspiring', 'suspense', 'social', 'family', 'romance']",0.0,0.3333333333333333
4623856406274724,"[1377786228364236, 1377786228364236, 1377786228364236, 1377786228279650, 1377786228279650, 1377786228279650, 1377786228288663, 1377786228288663, 1377786228288663]","['swahindi2', 'fantasy', 'romance', 'romance', 'family', 'women', 'action-and-adventure', 'romance', 'novels']","[1377786227273475, 1377786223999494, 1377786220635767, 1377786225807047, 1377786226961393, 1377786217829713, 1377786228222899, 1377786227851639, 1377786217996376, 1377786225145594]","['shortstories', 'novels', 'women', 'life', 'suspense', 'social', 'family', 'romance', 'Pratilipi-Awards-Hindi', 'horror']",0.0,0.3076923076923077
4627413532582564,"[1377786225007553, 1377786225007553, 1377786225007553, 1377786222415990, 1377786222415990, 1377786223361497, 1377786223361497, 1377786223361497, 1377786223090840, 1377786223090840]","['Pratilipi-Awards-Hindi', 'romance', 'novels', 'romance', 'suspense', 'family', 'romance', 'social', 'social', 'romance', 'family', 'novels', 'romance', 'suspense', 'Pratilipi-Awards-Hindi', 'romance', 'fantasy']","[1377786224851384, 1377786224942408, 1377786224702346, 1377786227488784, 1377786224475346, 1377786224580116, 1377786227851639, 1377786224686424, 1377786224438972, 1377786224248733]","['entertainment', 'novels', 'suspense', 'social', 'Pratilipi-kalamkar-samman', 'romance']",0.0,0.4444444444444444
4647723170439844,"[1377786226718865, 1377786226718865, 1377786226718865, 1377786226718865, 1377786226730933, 1377786226730933, 1377786226730933, 1377786226730933, 1377786226861839, 1377786226861839]","['novels', 'family', 'romance', 'suspense', 'family', 'romance', 'novels', 'suspense', 'romance', 'suspense', 'family', 'novels', 'suspense', 'family', 'novels', 'romance', 'suspense', 'family', 'romance', 'novels', 'romance', 'suspense', 'family', 'novels']","[1377786223351488, 1377786224914885, 1377786220112200, 1377786225357328, 1377786226966961, 1377786224547252, 1377786218982518, 1377786225133815, 1377786220894616, 1377786225761497]","['entertainment', 'drama', 'novels', 'suspense', 'family', 'romance']",0.0,0.6666666666666666
4649014830998180,"[1377786215992098, 1377786215992098, 1377786215992098, 1377786215989341, 1377786215989341, 1377786215989341, 1377786217171377, 1377786217171377, 1377786217171377, 1377786217176252]","['social', 'women', 'novels', 'social', 'women', 'novels', 'novels', 'horror', 'suspense', 'novels', 'suspense', 'horror', 'horror', 'suspense', 'novels', 'horror', 'suspense', 'novels', 'novels', 'horror', 'suspense', 'horror', 'suspense', 'novels', 'suspense', 'horror', 'novels', 'suspense', 'horror', 'novels', 'suspense', 'horror', 'suspense', 'horror', 'novels', 'suspense', 'horror']","[1377786215944096, 1377786217588128, 1377786215759526, 1377786220401833, 1377786227361868, 1377786227990991, 1377786227995953, 1377786227991092, 1377786216089211, 1377786227375581]","['novels', 'women', 'suspense', 'social', 'romance', 'horror', 'politics']",0.0,0.7142857142857143
4677032974656164,"[1377786225658916, 1377786225658916, 1377786225685109, 1377786225685109, 1377786225719994, 1377786225719994, 1377786228336911, 1377786228336911, 1377786228336911]","['suspense', 'romance', 'romance', 'suspense', 'romance', 'suspense', 'romance', 'family', 'drama']","[1377786227087266, 1377786222261284, 1377786217863147, 1377786225871308, 1377786225027340, 1377786222479953, 1377786227501937, 1377786222220181, 1377786222196702, 1377786227361599]","['entertainment', 'swahindi2', 'crime', 'novels', 'fantasy', 'life', 'suspense', 'social', 'action-and-adventure', 'webseries', 'family', 'comedy', 'romance', 'horror']",0.0,0.2
4695599087002276,"[1377786221577450, 1377786221577450, 1377786221577450, 1377786221585409, 1377786221585409, 1377786221585409, 1377786221643803, 1377786221643803, 1377786221643803, 1377786221637792]","['romance', 'suspense', 'crime', 'romance', 'suspense', 'crime', 'crime', 'romance', 'suspense', 'suspense', 'romance', 'crime', 'suspense', 'romance', 'crime', 'crime', 'suspense', 'romance', 'suspense', 'crime', 'romance', 'suspense', 'crime', 'romance', 'romance', 'suspense', 'crime']","[1377786217862502, 1377786220817768, 1377786220590892, 1377786217846320, 1377786219313170, 1377786220710419, 1377786217856628, 1377786220604470, 1377786222285240, 1377786217851164]","['crime', 'novels', 'suspense', 'webseries', 'romance', 'horror']",0.0,0.5
4701093165441700,"[1377786225741690, 1377786225741690, 1377786225741690, 1377786225752249, 1377786225752249, 1377786225752249, 1377786225764670, 1377786225764670, 1377786225764670, 1377786225780655]","['romance', 'Pratilipi-Awards-Hindi', 'novels', 'romance', 'Pratilipi-Awards-Hindi', 'novels', 'romance', 'Pratilipi-Awards-Hindi', 'novels', 'Pratilipi-Awards-Hindi', 'novels', 'romance', 'romance', 'novels', 'social', 'romance', 'social', 'novels']","[1377786223351488, 1377786225674984, 1377786225486314, 1377786225466187, 1377786225672272, 1377786225694196, 1377786225558484, 1377786225412825, 1377786225661978, 1377786225688863]","['Pratilipi-Awards-Hindi', 'novels', 'romance']",0.0,0.75
4702121092883108,"[1377786218158980, 1377786218158980, 1377786218158980, 1377786218161998, 1377786218161998, 1377786218161998, 1377786218216359, 1377786218216359, 1377786218216359, 1377786218250579]","['novels', 'suspense', 'romance', 'suspense', 'romance', 'novels', 'romance', 'novels', 'suspense', 'romance', 'novels', 'suspense', 'romance', 'novels', 'suspense', 'romance', 'suspense', 'novels']","[1377786218072805, 1377786217482504, 1377786218061674, 1377786217470096, 1377786217295216, 1377786217829713, 1377786218119764, 1377786217824310, 1377786218105657, 1377786218007963]","['novels', 'moral-inspiring', 'suspense', 'social', 'romance']",0.0,0.6
4714794902266532,"[1377786225150844, 1377786225150844, 1377786225150844, 1377786225185306, 1377786225185306, 1377786225185306, 1377786225266303, 1377786225266303, 1377786225266303, 1377786225286835]","['family', 'action-and-adventure', 'romance', 'action-and-adventure', 'family', 'romance', 'romance', 'family', 'action-and-adventure', 'romance', 'family', 'action-and-adventure']","[1377786227045856, 1377786224967392, 1377786227083042, 1377786221928164, 1377786215759526, 1377786227068781, 1377786224799600, 1377786224914514, 1377786227052215, 1377786227086780]","['swahindi2', 'life', 'action-and-adventure', 'family', 'romance']",0.0,0.6
4731890412987044,"[1377786227287170, 1377786227287170, 1377786227287170, 1377786227341694, 1377786227341694, 1377786227341694, 1377786227366870, 1377786227366870, 1377786227366870, 1377786227397893]","['romance', 'family', 'novels', 'novels', 'family', 'romance', 'romance', 'family', 'novels', 'romance', 'novels', 'family', 'romance', 'novels', 'family', 'novels', 'family', 'romance', 'family', 'novels', 'romance', 'novels', 'family', 'romance', 'novels', 'family', 'romance', 'family', 'romance', 'novels', 'novels', 'family', 'romance', 'romance', 'family', 'novels', 'family', 'romance', 'novels']","[1377786226126208, 1377786226172067, 1377786227038115, 1377786226139621, 1377786225229997, 1377786226135732, 1377786220635767, 1377786226486298, 1377786220026558, 1377786226554111]","['shortstories', 'novels', 'life', 'suspense', 'moral-inspiring', 'webseries', 'family', 'romance', 'horror']",0.0,0.3333333333333333
4749671363682980,"[1377786218880621, 1377786218880621, 1377786218880621, 1377786218117501, 1377786218117501, 1377786216600502]","['suspense', 'action-and-adventure', 'romance', 'romance', 'novels', 'romance']","[1377786218944813, 1377786224404462, 1377786218853999, 1377786224019343, 1377786218920141, 1377786220060821, 1377786218784089, 1377786218825533, 1377786224872318, 1377786218522495]","['entertainment', 'novels', 'suspense', 'social', 'action-and-adventure', 'family', 'comedy', 'romance']",0.0,0.5
4766112985031332,"[1377786225690156, 1377786225690156, 1377786225690156, 1377786225909643, 1377786225909643, 1377786225909643, 1377786225942762, 1377786225942762, 1377786225942762]","['family', 'romance', 'women', 'women', 'romance', 'family', 'romance', 'women', 'family']","[1377786223351488, 1377786225136453, 1377786216344038, 1377786225220551, 1377786221474343, 1377786228179125, 1377786228361430, 1377786225548794, 1377786225193565, 1377786225301822]","['novels', 'women', 'fantasy', 'action-and-adventure', 'family', 'romance']",0.0,0.5
